supplier,supplier_label,supplier_name,spend,transactions
GB405952887,Kerry Cleary T/A VBA Consulting,Kerry Cleary T/A VBA Consulting,13860.0,6
116169,Park Medical Practice,Park Medical Practice,13842.0,45
GB823820344,Gamma Network Solutions,Gamma Telecom Ltd,13763.34,12
157355,Lancashire Cricket Foundation Ltd,Lancashire Cricket Foundation Ltd,13750.0,3
163492,Jade Blossom Ltd,Jade Blossom Ltd,13707.15,12
166877,Jessamy Staffing Solutions Limited,Jessamy Staffing Solutions Limited,13616.1,50
GB283843375,WorkNest Cyber Ltd,WorkNest Cyber Ltd,13562.01,3
GB472656467,Jacobs Enforcement Limited,Jacobs Enforcement Limited,13509.589999999998,296
GB270033347,Special Branch Tree Surgeons Ltd,Special Branch Tree Surgeons Ltd,13446.470000000001,3
GB243133345,Cadent Gas Ltd,Cadent Gas Ltd,13434.12,1
GB888818153,Hm Land Registry,Hm Land Registry,13307.0,1
165314,Improving Young Lives Limited,Improving Young Lives Limited,13280.0,6
155575,Altrincham FC Community Sports,Altrincham FC Community Sports,13235.0,4
GB636613732,Flintshire County Council,Flintshire County Council,13187.6,2
GB382320808,Communitree Outdoor Education Ltd,Communitree Outdoor Education Ltd,13185.0,4
GB489400368,Elevate Youth Mindset LTD,Elevate Youth Mindset LTD,13166.4,17
166364,Inspire Trng and Educ Services Ltd,Inspire Trng and Educ Services Ltd,13138.02,1
GB129804207,LingvoHouse Translation Svc Ltd,LingvoHouse Translation Svc Ltd,13041.0,17
168324,Emerald LENS CIC,Emerald LENS CIC,13000.0,3
161631,Etta Care Ltd,Etta Care Ltd,12920.0,11
161919,Lexander SCA Ltd,Lexander SCA Ltd,12860.0,8
GB230534739,Andrea Saunders T/A AJS Social Care,Andrea Saunders T/A AJS Social Care,12760.0,39
GB973614694,Aspinall Verdi Limited,Aspinall Verdi Limited,12758.0,1
GB293609082,Paul Graveney Consulting Ltd T/A PG,Paul Graveney Consulting Ltd T/A PG,12750.0,5
166728,LRD Recording Ltd,LRD Recording Ltd,12683.24,40
GB149266836,Bury Council,Bury Council,12632.0,2
GB204335841,Policy Partners Project Ltd,Policy Partners Project Ltd,12600.0,1
GB897389636,Avison Young (UK Ltd),Avison Young (UK Ltd),12571.46,5
GB380992363,Davis and Associates Consult Ltd,Davis and Associates Consult Ltd,12499.5,1
GB684111544,AMS Sanderson Ltd,AMS Sanderson Ltd,12426.15,2
GB128786669,Gary Lewis/Cobden House Chambers,Gary Lewis/Cobden House Chambers,12420.0,8
167067,Saum Medical Limited,Saum Medical Limited,12382.47,15
161782,High Legh Community Transport,High Legh Community Transport,12371.08,13
GB529135348,BHR Pharmaceuticals Ltd,BHR Pharmaceuticals Ltd,12348.64,12
GB323010471,Place2Be,Place2Be,12331.98,2
GB993459463,Urban Skip Hire & Recycling Ltd,Urban Skip Hire & Recycling Ltd,12226.0,89
167536,Trafford Methodist Circuit,Trafford Methodist Circuit,12220.49,3
167698,BLUESTONES MEDICAL RECRUITMENT LTD,BLUESTONES MEDICAL RECRUITMENT LTD,12180.760000000002,4
128490,Bodmin Road Health Centre,Bodmin Road Health Centre,12176.5,38
164445,Anewarc Ltd,Anewarc Ltd,12150.0,11
168230,613 Manek Ltd,613 Manek Ltd,12125.0,10
GB433368788,Jameson Acoustics Ltd,Jameson Acoustics Ltd,12100.0,6
GB165597522,Knowsley Metropolitan Borough Counc,Knowsley Metropolitan Borough Counc,12052.0,1
GB152815374,St Helens Metropolitan Borough,St Helens Metropolitan Borough,12052.0,1
GB162981976,Person Centred Software Ltd,Person Centred Software Ltd,12000.0,1
144705,Venture Arts,Venture Arts,11984.89,220
GB654910626,Liverpool Univ Hospitals NHS FT,Liverpool Univ Hospitals NHS FT,11841.0,39
165752,LAKS Solutions Ltd,LAKS Solutions Ltd,11817.0,10
GB245719348,EE Ltd (Airtime),EE Limited (Equipment) 2,11738.0,17
164273,Hazel Grove High School,Hazel Grove High School,11652.01,8
152662,Carrington Parish Council,Carrington Parish Council,11628.0,5
157872,enJOY Arts CIC,enJOY Arts CIC,11600.0,6
160252,Aquinas College,Aquinas College,11584.33,5
GB798034492,A to V Ltd,A to V Ltd,11560.2,3
GB275951857,Planit I.E. Limited,Planit IE Ltd,11500.0,6
GB796642084,Barchester Health Ltd (Arbour Ct),Barchester Healthcare Homes Ltd,11482.71,5
154307,EDUC8ME (UK) Ltd T/A Banana Moon,EDUC8ME (UK) Ltd T/A Banana Moon,11391.529999999999,3
GB170036836,Aylward Town Planning Limited,Aylward Town Planning Limited,11350.0,13
165760,iCare Solutions Stockport Ltd,iCare Solutions Stockport Ltd,11340.0,14
GB131107960,NCER CIC,NCER CIC,11307.81,1
GB155712174,Lancashire County Council,Broadfield Specialist School,11290.0,3
GB813047950,Amey LG Ltd,Amey TPT Ltd,11225.38,1
GB825323642,Sale Football Club,Sale Football Club,11190.0,17
GB366407149,James Leckey Design Ltd,James Leckey Design Ltd,11096.23,5
GB231202472,Ellesmere Port Catholic High School,Ellesmere Port Catholic High School,11062.0,3
GB335520913,Studio DBD Ltd,Studio DBD Ltd,11000.0,3
GB194750968,Signis Ltd,Signis Ltd,10917.0,2
GB198263956,Oasis Community Hub Oldham,Oasis Community Learning,10909.99,7
125501,Foster Cares Ltd,Foster Cares Ltd,10908.539999999999,22
GB257767651,PPL PRS Limited,PPL PRS Limited,10851.1,10
GB888807650,OFSTED,OFSTED,10816.0,3
GB945092022,Patrol,Wilmslow High School,10783.32,6
168705,Dell Care Ltd,Dell Care Ltd,10772.380000000001,12
GB775208515,Browns CTP Ltd,Browns CTP Ltd,10764.0,14
GB927149214,Egton Med Info Systems Ltd (EMIS),Egton Med Info Systems Ltd (EMIS),10712.73,2
GB605813651,Osborne Richardson Ltd,Osborne Richardson Ltd,10711.0,26
168734,The little people preschool and pla,The little people preschool and pla,10641.800000000001,2
GB704007779,Sonova UK Ltd,Sonova UK Ltd,10522.1,13
GB403598843,CogniSoft Ltd,CogniSoft Ltd,10488.0,8
GB163436272,Curtins Consulting Ltd,Curtins Consulting Ltd,10470.0,4
GB516350076,Continental Sports Ltd,Continental Sports Ltd,10445.369999999999,2
GB147815547,Lancashire County Cricket Club,Lancashire County Cricket Club,10440.0,1
GB991250709,Access Further Education Ltd,Access Further Education Ltd,10428.0,6
GB609526041,Iken Business Ltd,Iken Business Ltd,10386.36,1
GB736619412,Alliance Disposables Limited,Alliance Disposables Limited,10316.4,221
GB365463927,Tradition (UK) Ltd,Tradition (UK) Ltd,10298.63,1
GB939148491,TPXimpact Limited,TPXimpact Limited,10237.5,1
GB457153093,ABC Education Limited,ABC Education Limited,10233.0,6
133204,Raglan Road Preschool Playgroup,Raglan Road Preschool Playgroup,10172.06,9
GB464659257,EAMA Health Limited,EAMA Health Limited,10168.0,3
167688,Starlight Dance School,Starlight Dance School,10156.5,1
GB328915576,FVWL Football Ltd T/A Bolton Wander,FVWL Football Ltd T/A Bolton Wander,10145.0,1
GB833824717,Paypartners Ltd,Paypartners Ltd,10124.48,40
108963,Friends of Victoria Park Stretford,Friends of Victoria Park Stretford,10094.6,3
166030,Valley School,Valley School,10070.0,1
119793,Play Works Limited,Play Works (M/cr) Ltd,10065.75,7
162275,Cheadle Hulme School,Cheadle Hulme School,10015.75,6
GB595885071,West Wallasey Car Hire Ltd,West Wallasey Car Hire Ltd,10012.0,17
168406,Crown Homes Ltd,Crown Homes Ltd,10000.44,3
168372,Sale Moor Podiatry,Sale Moor Podiatry,10000.0,2
156522,Security Plus Ltd (Float),Security Plus Ltd (Float),10000.0,1
156291,Out There Supporting Families of Pr,Out There Supporting Families of Pr,10000.0,1
GB497462245,PPL Digital Delivery Limited T/A PP,PPL Digital Delivery Limited T/A PP,10000.0,2
105196,African Caribbean Care Group,African Caribbean Care Group,10000.0,1
GB439022704,Bounceback Food CIC,Bounceback Food CIC,9999.0,1
161111,Mind in Salford,Mind in Salford,9999.0,2
GB626524835,HIGHFIELD ROAD,Priory Group T/A Cheadle ES,9995.470000000001,6
GB166059789,DNG Production and Event Crew Ltd,DNG Production and Event Crew Ltd,9940.6,11
GB989303869,Community Catalysts CIC,Community Catalysts CIC,9900.0,1
168632,All Star Ents Limited,All Star Ents Limited,9889.43,1
162352,Holgate House Ltd,Holgate House Ltd,9835.83,4
GB370508464,Pozzoni Architecture Limited,Pozzoni Architecture Limited,9816.380000000001,5
GB678144310,Infoshare+ Limited,Infoshare+ Limited,9759.0,1
GB409612405,Ultimate Coldplay Ltd,Ultimate Coldplay Ltd,9739.0,1
GB656883581,Heritage Architecture Ltd,Heritage Architecture Ltd,9700.0,3
GB945613805,Indigo Care Services Ltd,Indigo Care Services Ltd,9624.45,9
GB221562734,MEW Care Ltd,MEW Care Ltd,9569.7,21
GB172670502,Post Office Ltd,Post Office Ltd,9557.859999999999,7
GB348766549,3N & S INVESTMENTS LIMITED,3N & S INVESTMENTS LIMITED,9540.0,14
126262,Autistic Society Greater M/cr Area,Autistic Society Greater M/cr Area,9523.68,57
GB225664601,Huq Industries Ltd,Huq Industries Ltd,9500.0,1
GB984274971,Barker Proudlove Ltd,Barker Proudlove Ltd,9500.0,3
GB922754421,Pillbox 38 UK Ltd,Pillbox 38 UK Ltd,9493.35,48
168688,Shavington Primary School,Shavington Primary School,9490.0,2
146649,NW Social Work Ltd,NW Social Work Ltd,9472.5,14
GB133780025,St Ambrose College,St Ambrose College,9431.91,2
165244,The Barlow RC High School,The Barlow RC High School,9427.2,6
GB479587317,Nisai Virtual Academy Limited,Nisai Virtual Academy Limited,9417.22,11
GB725834618,BEECH LANDSCAPE (DEVELOPMENTS) LTD,BEECH LANDSCAPE (DEVELOPMENTS) LTD,9400.0,1
GB155294693,Oakford Internet Services Ltd,Oakford Internet Services Ltd,9375.0,2
167379,Hawthorns School/New Bridge Trust,Hawthorns School/New Bridge Trust,9324.03,6
167382,Horrizon Property Partners Ltd,Horrizon Property Partners Ltd,9324.0,3
119471,St Mary's Church Partington & Carri,St Mary's Church Partington & Carri,9300.0,2
GB892208609,The Award Scheme Ltd,The Award Scheme Ltd,9297.5,9
GB610706674,Jigsaw Systems T/A Jigsaw24,Jigsaw Systems T/A Jigsaw24,9293.0,5
GB811255268,Quality Education Solutions Ltd,Quality Education Solutions Ltd,9235.41,1
GB291328790,CHESHIRE COLLEGE SOUTH AND WEST,CHESHIRE COLLEGE SOUTH AND WEST,9200.880000000001,3
GB510173302,Barnes Walker Ltd,Barnes Walker Ltd,9162.0,3
GB798532669,Reveal T/A Reveal Media Limited,Reveal T/A Reveal Media Limited,9103.0,1
GB768252012,G-Map Services Ltd,G-Map Services Ltd,9100.0,9
GB945693968,North Lakes Children`s Services Ltd,Active Care Solutions Ltd,9078.7,10
GB314600740,Castle Green Kendal Ltd,Castle Green Kendal Ltd,9033.0,1
GB860086430,Complete Background Screening Ltd,Complete Background Screening Ltd,9029.5,44
GB928597271,General Utilities North West Ltd,General Utilities North West Ltd,8955.0,2
GB405813471,Fairway Landscapes Ltd,Fairway Landscapes Ltd,8933.029999999999,2
GB732568326,CPI Inc,CPI Inc,8913.5,4
GB841745814,Foster Talk Limited,Foster Talk Limited,8907.74,31
GB991292294,Concerto Support Services Ltd,NIFES Property Ltd.,8900.0,2
GB445675661,Stellar Creates CIC,Stellar Creates CIC,8895.0,1
GB364633389,Enabl T/A Enabl Consulting Ltd,Enabl T/A Enabl Consulting Ltd,8800.0,5
167262,SJ Topping Ltd T/A Stephanie Toppin,SJ Topping Ltd T/A Stephanie Toppin,8660.0,13
157647,ABL Support Ltd,ABL Support Ltd,8628.42,53
GB868223503,National Youth Adv Service (NYAS),National Youth Adv Service (NYAS),8619.28,30
GB310031975,Costa Ltd,Costa Ltd,8551.01,44
GB845354417,Labosport Ltd,Labosport Ltd,8550.0,3
110542,Altrincham Medical Practice,Altrincham Medical Practice,8505.0,39
GB351325777,Gower Consultants Ltd,Gower Consultants Ltd,8483.19,3
GB654440583,Bridgewater Community Healthcare NH,Bridgewater Community Healthcare NH,8483.0,1
164688,Nicholas Shahlavi T/A Wings,Nicholas Shahlavi T/A Wings,8460.0,8
GB984713679,Forensic Testing Service Ltd,Forensic Testing Service Ltd,8457.98,25
GB159609474,Eight Ninths Limited,Eight Ninths Limited,8425.0,2
167449,The HUB KCS Ltd,The HUB KCS Ltd,8424.16,20
GB599803183,Heritage Trust Of Lincolnshire,Heritage Trust Of Lincolnshire,8405.0,3
167955,Siavash Consulting Ltd,Siavash Consulting Ltd,8400.0,4
GB403885589,All Saints Support Ltd,All Saints Support Ltd,8387.82,62
GB393901573,Locate Estate Agent Urmston Ltd,Locate Estate Agent Urmston Ltd,8350.0,7
GB392740772,Apex Parking,Apex Parking,8332.75,2
GB785728278,Ace Centre,Ace Centre,8297.57,4
GB328761676,Manchester First Aid Training Ltd,Manchester First Aid Training Ltd,8294.369999999999,18
GB835515525,Reed Specialist Recruitment Ltd,Reed Talent Solutions Limited,8250.0,4
131744,Northstud Ltd T/A Reed House Kennel,Northstud Ltd T/A Reed House Kennel,8247.49,11
GB364633389,Enabl T/A Enabl Consulting Ltd,Enabl Consulting Ltd,8200.0,7
GB296154966,The Challenge Academy Trust,The Challenge Academy Trust,8199.5,7
10161,CBRE Ltd,CBRE Ltd,8171.0,8
157158,Rite Directions Ltd,Rite Directions Ltd,8170.720000000001,6
GB336276491,Park Place Technologies Ltd,Park Place Technologies Ltd,8154.6,7
GB266036994,Nick Day Technologies Ltd,Nick Day Technologies Ltd,8081.0,7
145350,Oswald Road Primary School,Oswald Road Primary School,8031.34,2
163774,St Nicholas Catholic High School,St Nicholas Catholic High School,8031.33,3
GB508567722,Fishers Cleaning Services Ltd,Fishers Cleaning Services Ltd,8028.0,2
GB923405349,Gag Reflex Management,Gag Reflex Management,8000.0,2
168685,Thrive Leaving Care,Thrive Leaving Care,8000.0,10
GB386463025,The Copyright Licensing Agency Ltd,The Copyright Licensing Agency Ltd,7992.95,1
158750,North West MHA Solutions Ltd,North West MHA Solutions Ltd,7920.0,6
GB313016754,RJ Lifeskills Ltd,RJ Lifeskills Ltd,7880.0,1
GB870649693,Sport Event Solutions Ltd,Sport Event Solutions Ltd,7875.0,1
165511,Pebble Play Therapy,Pebble Play Therapy,7855.0,4
GB173110839,Co-op Academy Failsworth,Co-op Academy Failsworth,7814.0,3
168916,MCR NURSERIES LIMITED,MCR NURSERIES LIMITED,7800.0,1
GB604105690,Corporate Project Solutions Ltd,Corporate Project Solutions Ltd,7790.0,1
GB349931126,Walker Fire (UK) Ltd,Walker Fire (UK) Ltd,7788.83,7
152103,Elklan Training Limited,Elklan Training Limited,7767.0,13
GB927553600,The Lucy Faithfull Foundation,The Lucy Faithfull Foundation,7667.5,3
GB112432760,Academy21 Ltd,Academy21 Ltd,7666.5,2
128475,PARK ROAD PLAYGROUP,PARK ROAD PLAYGROUP,7665.24,9
GB544163162,Anderbury Limited St Georges Hotel,Anderbury Limited St Georges Hotel,7662.83,1
GB932802435,Green Street Advisors UK Ltd,Green Street Advisors UK Ltd,7650.0,1
GB568477778,The Reading Agency,The Reading Agency,7612.5,4
GB826191820,Just Digital Ltd,Just Digital Ltd,7598.400000000001,26
GB158556040,Stockport MBC (Accts Receiveable),Cale Green Primary School,7560.0,3
147370,ALMOND VILLAS LTD,ALMOND VILLAS LTD,7553.29,73
GB197648935,Topp Language Solutions Ltd,Topp Language Solutions Ltd,7552.5,66
GB175902392,Frogbrick Limited,Frogbrick Limited,7480.0,3
GB479314854,Eclipse Table and Chair Hire Limite,Eclipse Table and Chair Hire Limite,7430.85,47
GB181844196,Quinplex Ltd,Quinplex Ltd,7430.0,1
GB471141965,R&A Software (Systems) Ltd,R&A Software (Systems) Ltd,7397.0,3
GB394095368,University Academy 92 Ltd,University Academy 92 Ltd,7344.0,12
136195,Prime Dance,Prime Dance,7336.0,1
110548,The Village Surgery,The Village Surgery,7333.0,19
GB362640407,C J Bloor Property Consultants Ltd,C J Bloor Property Consultants Ltd,7329.1900000000005,15
163934,Bright Futures Educational Trust,Bright Futures Educational Trust,7326.900000000001,5
168624,Over Hall Community School,Over Hall Community School,7297.200000000001,3
161461,Katharine Lawson Ltd,Katharine Lawson Ltd,7280.0,6
GB165907048,Park Retail Limited T/A Love2shop,Park Retail Limited T/A Love2shop,7278.83,10
GB100156382,Credo Care,Credo Care,7255.63,6
GB727102071,Skills & Work Solutions (GC Employm,GC Insight Ltd,7244.0,3
GB791788859,KPMG LLP,KPMG LLP,7230.0,1
GB749320131,Easy Software UK Plc,Easy Software UK Plc,7200.36,1
GB801671455,PayPoint Network Limited,PayPoint Network Limited,7146.249999999999,33
162667,String of Hearts CIC,String of Hearts CIC,7140.0,3
101986,Dunham Massey Parish Council,Dunham Massey Parish Council,7110.0,1
165888,Aspire Psychological Services Ltd,Aspire Psychological Services Ltd,7100.0,30
147166,Littledale Hall Ther Comm Ltd,Littledale Hall Ther Comm Ltd,7085.71,4
100399,Stockport Cerebral Palsy Society,Stockport Cerebral Palsy Society,7072.29,20
168338,Twinkle Bees Limited,Twinkle Bees Limited,7067.64,6
GB772526320,Silktide Ltd,Silktide Ltd,7064.77,1
GB110309964,Old Trafford Supporters Club Ltd,Old Trafford Supporters Club Ltd,7045.5,6
165708,D S Homecare Ltd,D S Homecare Ltd,7031.9800000000005,61
GB872904502,PeopleScout Ltd,PeopleScout Ltd,7013.35,6
GB944449007,Renewal North West,Renewal North West,7000.0,1
GB588706290,Greater Manchester Travelcards Ltd,Greater Manchester Travelcards Ltd,7000.0,15
GB384212603,Minervaâs Virtual Academy Ltd,Minervaâs Virtual Academy Ltd,6905.0,3
GB712463556,The University Of Salford,The University Of Salford,6900.0,2
GB980706307,Performance in Education,Performance in Education,6850.0,3
GB894053602,eduFOCUS Limited,eduFOCUS Limited,6840.1,3
GB703440966,EcoOnline UK Limited,EcoOnline UK Limited,6816.0,1
GB308823751,Jenx Ltd,Jenx Ltd,6816.0,2
167250,Aspire Intelligent Care and Support,Aspire Intelligent Care and Support,6811.01,6
GB167310322,A1 Risk Solutions Ltd,A1 Risk Solutions Ltd,6802.75,6
GB271466985,Yellow Jigsaw CIC,Yellow Jigsaw CIC,6800.0,1
GB364272494,Case Management Solutions Group Ltd,Case Management Solutions Group Ltd,6795.5,1
168003,Excel Care Group Ltd,Excel Care Group Ltd,6775.0199999999995,25
165906,Helpful INvestments,Helpful INvestments,6737.14,3
GB385421879,Fierylight Giant Ltd,Fierylight Giant Ltd,6733.96,1
GB408108226,Principal Tutors Ltd,Principal Tutors Ltd,6681.75,6
GB474600885,Civic Heritage Limited,Civic Heritage Limited,6653.0,2
GB439596834,Innovate Associates Limited,Innovate Associates Limited,6650.0,11
GB304454780,Rehabilitation Manuf Svcs Ltd,Rehabilitation Manuf Svcs Ltd,6633.0,4
GB403655177,Buttress Architects Limited,Buttress Architects Limited,6600.0,2
GB915896970,Lifeways Paragon Ltd,Living Ambitions Ltd,6489.599999999999,2
GB479120382,Ryleys School T/A Ryleys School Ltd,Ryleys School T/A Ryleys School Ltd,6477.799999999999,4
GB428026901,Ace Education Manchester ltd,Ace Education Manchester ltd,6445.0,7
GB834612241,Institute of Licensing Events Ltd,Institute of Licensing Events Ltd,6436.0,15
168532,Sport Works Ltd,Sport Works Ltd,6419.33,2
153377,Peak School,Peak School,6418.3,1
GB625021777,Reaseheath College,Reaseheath College,6380.37,4
163086,Claremont Lodge Care Ltd,Claremont Lodge Care Ltd,6363.51,18
168927,Dr Andrew Byrne Educational Psycho,Dr Andrew Byrne Educational Psycho,6324.0,2
GB232751479,Islington Council (NRPF Network),Islington Council (NRPF Network),6300.0,2
GB344068603,Encompass Psychology Ltd,Encompass Psychology Ltd,6300.0,4
GB281207226,Next Level Learning Ltd,Next Level Learning Ltd,6292.0,3
162351,AccIndy LLC,AccIndy LLC,6280.92,10
GB567177310,King Scientific,King Scientific,6257.96,37
GB980381800,Impression (Bolton) Ltd,Impression (Bolton) Ltd,6193.4,23
GB272743841,J P Lennard Ltd,J P Lennard Ltd,6190.84,3
GB468071279,Manchester Taxi Service LTD,Manchester Taxi Service LTD,6182.22,26
103441,Bowdon Preparatory School,Bowdon Preparatory School,6180.0,5
GB780803131,Safe Partnership Ltd,Safe Partnership Ltd,6162.400000000001,19
GB524455845,Royal Nat Institute of Blind People,Royal Nat Institute of Blind People,6157.48,42
GB769013715,Quality Compliance Systems Limited,Quality Compliance Systems Limited,6153.0,3
165239,Medical Expert Witness Alliance LLP,Medical Expert Witness Alliance LLP,6120.2,23
GB398186242,Autin Dance Theatre CIO,Autin Dance Theatre CIO,6117.5,3
GB371678859,Macclesfield Tutorial College Ltd,Macclesfield Tutorial College Ltd,6115.0,3
104497,Cransley School Ltd,Cransley School Ltd,6111.150000000001,10
GB925095027,Speakers From The Edge Ltd,Speakers From The Edge Ltd,6077.620000000001,4
135429,Moving Solutions,Moving Solutions,6040.0,37
153407,S4YC Ltd,S4YC Ltd,6029.4,4
166762,Mandley Park Estates Ltd,Mandley Park Estates Ltd,6025.0,2
GB447222460,Turning Point,Turning Point Services Ltd,6000.0,1
GB827515422,Unique Training Solutions Ltd,Unique Training Solutions Ltd,6000.0,4
GB344901701,Saj Zafar T/A IFC Training & Consul,Saj Zafar T/A IFC Training & Consul,6000.0,1
151766,Trafford Parents Forum Ltd,Trafford Parents Forum Ltd,6000.0,1
GB166911546,Arco Ltd,Arco Ltd,5994.28,99
168376,Abdullah Dhalech T/A Oakdale Travel,Abdullah Dhalech T/A Oakdale Travel,5976.0,2
154896,Jagdeish Rattan T/A Jags Childmindi,Jagdeish Rattan T/A Jags Childmindi,5950.62,8
GB305160406,Groundwork Landscapes Ltd,Groundwork Landscapes Ltd,5941.0,3
GB491645620,Washco Ltd,Washco Ltd,5934.82,7
GB591819014,Virgin Media Business,Virgin Media Business,5913.98,2
101289,Central Ambulance Service Ltd,Central Ambulance Service Ltd,5900.0,19
GB844563412,Just Checking Ltd,Just Checking Ltd,5887.48,1
160373,The Toy House,The Toy House,5880.0,2
GB551880139,Carechair Ltd,Carechair Ltd,5806.8,2
GB211980719,Griffin Care Training Ltd,Griffin Care Training Ltd,5800.0,5
GB474327381,Beyond Education Tutoring,Beyond Education Tutoring,5788.0,3
GB733738518,ID Medical Group Ltd,ID Medical Group Ltd,5780.0,2
GB000365239,Simcocks Advocates Limited,Simcocks Advocates Limited,5773.64,7
GB403826611,ESL Upholstery Ltd,ESL Upholstery Ltd,5761.62,1
GB160752910,MBL Seminars Limited,MBL Seminars Limited,5702.0,4
166883,Childrenâs Therapy Solutions Ltd,Childrenâs Therapy Solutions Ltd,5632.5,4
GB201829924,Eyworks Limited,Eyworks Limited,5620.5599999999995,9
GB162560714,U-Chem Private T/A Timperley Pharma,U-Chem Private T/A Timperley Pharma,5617.61,41
GB442600233,Calmliving Healthcare Limited,Calmliving Healthcare Limited,5584.56,19
GB536937019,Security Plus Ltd,Security Plus Ltd,5580.42,89
GB343631177,HS Sports Ltd T/A APG Leisure,HS Sports Ltd T/A APG Leisure,5578.95,1
GB213749020,GS Concert Promotions Ltd,GS Concert Promotions Ltd,5560.0,1
GB122088539,Malcolm's Pharmacy,Malcolm's Pharmacy,5554.13,61
GB256614300,Target Psychology Limited,Target Psychology Limited,5545.610000000001,8
168541,SBB Manchester,SBB Manchester,5542.26,11
167356,Caribbean Creations,Caribbean Creations,5491.2,8
GB798650956,Network Rail Infrastructure Ltd,Network Rail Infrastructure Ltd,5490.16,1
GB430940809,Open Digital Cooperative,Open Digital Cooperative,5490.0,1
168585,Ash Residential Ltd,Ash Residential Ltd,5478.23,2
GB216222350,Moore Enterprising Ltd,Moore Enterprising Ltd,5458.03,1
167348,Willow Tree Day Care (Bolton),Willow Tree Day Care (Bolton),5449.5,3
GB606753340,Bartell Cottage Furnishings Ltd,Bartell Cottage Furnishings Ltd,5408.53,1
165380,St. Joseph's Catholic Primary,St. Joseph's Catholic Primary,5400.0,3
119551,Buzz Comedy,Buzz Comedy,5400.0,6
167498,Childrenâs Choice Childcare,Childrenâs Choice Childcare,5374.8,1
GB355167685,Bleep 360 Care Ltd,Bleep 360 Care Ltd,5372.99,39
GB386115978,I Love MCR (I Love Media Ltd),I Love MCR (I Love Media Ltd),5370.0,1
GB402188426,Precise Media Monitoring Ltd,Precise Media Monitoring Ltd,5343.88,1
155919,Tutor Trust,Tutor Trust,5340.0,13
168015,Nisha Doshi T/A Robin Rise Homes Lt,Nisha Doshi T/A Robin Rise Homes Lt,5300.0,1
GB455430500,TTH Group Ltd T/A Vocational Traini,TTH Group Ltd T/A Vocational Traini,5250.0,1
GB233250991,Valtech Limited,Valtech Limited,5212.8,11
130740,Sandilands Primary School,Sandilands Primary School,5209.34,2
GB305089179,Crown Oil Ltd,Crown Oil Ltd,5188.68,3
GB725440254,Bureau Veritas UK Ltd,Bureau Veritas UK Ltd,5175.0,1
152970,Brook Young People,Brook Young People,5174.54,7
GB294468359,Gavin Scott T/A The Clone Roses,Gavin Scott T/A The Clone Roses,5174.0,1
GB745412638,Jackpad Ltd,Jackpad Ltd,5152.08,1
GB638911515,Henshaws Society for Blind People,Henshaws Society for Blind People,5148.5,4
161621,Karen Ferguson T/A Yoga With Karen,Karen Ferguson T/A Yoga With Karen,5130.0,44
167577,Dildare Singh & Utam Singh,Dildare Singh & Utam Singh,5115.0,2
GB440939680,Yarwood Memorial Products Ltd,Yarwood Memorial Products Ltd,5054.5,25
GB862090922,Pure Innovations Ltd,Pure Innovations Ltd,5015.87,3
GB237764184,Intelligent Plans and Exams (IPE) L,Intelligent Plans and Exams (IPE) L,5005.6,1
GB792663881,LGBT Foundation Ltd,LGBT Foundation Ltd,5000.0,1
GB863149806,Gleeds Cost Management Ltd,Gleeds Cost Management Ltd,5000.0,1
144003,Trafford Deaf Community Network,Trafford Deaf Community Network,5000.0,1
GB128901805,Urban Design Learning,Urban Design Learning,5000.0,1
GB123371543,Hogan Lovells International LLP,Hogan Lovells International LLP,5000.0,1
166938,Voices for Choices CIC,Voices for Choices CIC,4999.5,1
160591,Calm Connections CIC Limited,Calm Connections CIC Limited,4999.0,1
GB867442102,District Surveyors Ass'n Ltd (LABC),District Surveyors Ass'n Ltd (LABC),4979.26,5
GB341235632,Teach Rex LTD,Teach Rex LTD,4968.0,1
GB857969544,Fresh Start Waste Services Ltd,Fresh Start Waste Services Ltd,4961.7,24
108149,Xaverian College,Xaverian College,4923.33,1
167820,The Cleaning Fairy FM Ltd,The Cleaning Fairy FM Ltd,4918.0,4
166380,AVR Transcription Ltd,AVR Transcription Ltd,4892.98,25
GB653332354,The Manfreds Ltd,The Manfreds Ltd,4873.0,1
GB490798536,Midnight Mango Ltd,Midnight Mango Ltd,4845.22,4
GB569953277,Vodafone Ltd (Cameras),Vodafone Limited,4814.700000000001,5
GB777036703,Tube UK Ltd,Tube UK Ltd,4786.5,1
154433,Smartstyle Technology Training LtdÂ,Smartstyle Technology Training LtdÂ,4750.0,5
GB639282513,Subish Ltd t/a The Fureys,Subish Ltd t/a The Fureys,4745.23,1
GB288429061,Tom Dobson T/A TWD Social Care,Tom Dobson T/A TWD Social Care,4740.0,3
168603,Bridgfords Countrywide - Sale,Bridgfords Countrywide - Sale,4706.0,2
GB707272150,Intermedical (UK) Ltd,Intermedical (UK) Ltd,4704.98,3
GB880883678,KPEA (UK) Limited,KPEA (UK) Limited,4672.19,34
GB447198559,CLS Social Care Ltd,CLS Social Care Ltd,4660.0,5
GB628894877,Gym Gear T/A Fitness Warehouse Ltd,Gym Gear T/A Fitness Warehouse Ltd,4640.5,1
143897,Sale Festival,Sale Festival,4630.55,1
GB561095251,Manchester United Football Club Ltd,Manchester United Football Club Ltd,4613.26,1
156570,Association of Directors Public Hea,Association of Directors Public Hea,4600.0,1
